"St.num.";"Station name";"St.num.";"Station name";;0,50;"Time1";"Time add";"Time2";;"Dist. ticket";"Ticket Wo";"Ticket Nw";"Serv.";"Interch.";"Dist. real";"Comment"
29;"Larvik";4;"Kvam-Jondal";;;101,83;11,33;113,17;;307,2846;869,14;521,48;12;0,50;307,2846;
29;"Larvik";5;"Odda";;;92,78;11,33;104,12;;276,0306;794,27;476,56;12;0,50;276,0306;
29;"Larvik";6;"Røldal";;;82,74;11,33;94,08;;240,2006;704,92;422,95;12;0,50;240,2006;
29;"Larvik";7;"Sauda";;;87,69;8,11;95,80;;260,2126;754,88;452,93;12;0,50;260,2126;
29;"Larvik";8;"Ølen";;;97,43;8,11;105,53;;292,4026;833,15;499,89;12;0,50;292,4026;
29;"Larvik";9;"Aksdal";;;107,01;8,11;115,12;;324,6926;909,38;545,63;16;0,50;324,6926;
29;"Larvik";10;"Haugesund";;;111,15;10,03;121,18;;334,3726;932,78;559,67;16;0,50;334,3726;
29;"Larvik";11;"Kårstø";;;109,11;21,25;130,36;;332,3966;928,11;556,87;12;0,50;332,3966;"ic. Bø, 10min"
29;"Larvik";12;"Stavanger";;;122,16;21,25;143,41;;381,5166;1040,08;624,05;16;0,50;381,5166;"ic. Bø, 10min"
29;"Larvik";13;"Haukeligrend";;;67,29;1,05;68,34;;181,8726;552,88;331,73;16;;181,8726;
29;"Larvik";14;"Åmot";;;57,40;1,05;58,45;;148,4486;464,80;278,88;16;;148,4486;
29;"Larvik";15;"Brunkeberg";;;47,35;1,05;48,40;;115,8166;374,54;224,73;16;;115,8166;
29;"Larvik";16;"Bø";;;36,56;1,05;37,61;;80,0452;276,44;165,86;16;;80,0452;
29;"Larvik";17;"Nordagutu";;;29,57;1,05;30,62;;63,1600;227,90;136,74;24;;63,1600;
29;"Larvik";18;"Skien";;;19,00;;19,00;;32,7300;137,91;82,75;48;;32,730;
29;"Larvik";19;"Notodden";;;35,88;1,05;36,93;;81,6988;279,28;167,57;16;;81,6988;
29;"Larvik";20;"Kongsberg";;;46,06;1,05;47,11;;109,1910;357,90;214,74;16;;109,1910;
29;"Larvik";21;"Eiker";;;53,52;1,05;54,57;;112,1920;366,23;219,74;16;;131,5368;
29;"Larvik";22;"Drammen";;;57,85;1,05;58,90;;102,3000;338,39;203,03;32;;141,429;
29;"Larvik";23;"Nesbru";;;67,54;6,05;73,59;;124,3100;399,38;239,63;32;0,50;163,4388;
29;"Larvik";24;"Majorstua";;;73,17;3,32;76,49;;139,6100;440,40;264,24;32;;178,7388;
29;"Larvik";25;"Oslo S";;;77,03;3,32;80,35;;143,1300;451,26;270,76;32;;182,2588;
29;"Larvik";26;"Holmestrand";;;51,15;;51,15;;70,4000;247,96;148,78;32;;70,400;
29;"Larvik";27;"Tønsberg";;;37,00;;37,00;;44,4500;172,98;103,79;48;;44,450;
29;"Larvik";28;"Sandefjord";;;15,00;;15,00;;19,1400;99,60;59,76;48;;19,140;
29;"Larvik";30;"Porsgrunn";;;11,50;;11,50;;24,8400;114,38;68,63;48;;24,840;
29;"Larvik";31;"Drangedal";;;65,56;16,05;81,61;;121,8058;391,12;234,67;16;1,00;121,8058;
29;"Larvik";32;"Gjerstad";;;90,56;16,05;106,61;;153,8958;478,28;286,97;16;1,00;153,8958;
29;"Larvik";33;"Arendal";;;170,56;16,05;186,61;;234,4758;689,78;413,87;16;1,00;234,4758;
29;"Larvik";34;"Kristiansand";;;185,56;16,05;201,61;;282,1358;808,91;485,35;16;1,00;282,1358;
30;"Porsgrunn";1;"Bergen";;;110,36;11,33;121,69;;336,7866;937,43;562,46;16;0,50;336,7866;
30;"Porsgrunn";2;"Arna";;;104,12;11,33;115,46;;327,4366;916,42;549,85;16;0,50;327,4366;
30;"Porsgrunn";3;"Tysse";;;97,97;11,33;109,31;;309,8606;873,90;524,34;12;0,50;309,8606;
30;"Porsgrunn";4;"Kvam-Jondal";;;89,33;11,33;100,67;;282,4446;808,91;485,35;12;0,50;282,4446;
30;"Porsgrunn";5;"Odda";;;80,28;11,33;91,62;;251,1906;732,50;439,50;12;0,50;251,1906;
30;"Porsgrunn";6;"Røldal";;;70,24;11,33;81,58;;215,3606;641,34;384,81;12;0,50;215,3606;
30;"Porsgrunn";7;"Sauda";;;75,19;8,11;83,30;;235,3726;692,30;415,38;12;0,50;235,3726;
30;"Porsgrunn";8;"Ølen";;;84,93;8,11;93,03;;267,5626;772,18;463,31;12;0,50;267,5626;
30;"Porsgrunn";9;"Aksdal";;;94,51;8,11;102,62;;299,8526;850,00;510,00;16;0,50;299,8526;
30;"Porsgrunn";10;"Haugesund";;;98,65;10,03;108,68;;309,5326;873,90;524,34;16;0,50;309,5326;
30;"Porsgrunn";11;"Kårstø";;;96,61;21,25;117,86;;307,5566;869,14;521,48;12;0,50;307,5566;"ic. Bø, 10min"
30;"Porsgrunn";12;"Stavanger";;;109,66;21,25;130,91;;356,6766;983,55;590,13;16;0,50;356,6766;"ic. Bø, 10min"
30;"Porsgrunn";13;"Haukeligrend";;;54,79;1,05;55,84;;157,0326;489,04;293,42;16;;157,0326;
30;"Porsgrunn";14;"Åmot";;;44,90;1,05;45,95;;123,6086;396,62;237,97;16;;123,6086;
30;"Porsgrunn";15;"Brunkeberg";;;34,85;1,05;35,90;;90,9766;304,72;182,83;16;;90,9766;
30;"Porsgrunn";16;"Bø";;;24,06;1,05;25,11;;55,2052;204,86;122,92;16;;55,2052;
30;"Porsgrunn";17;"Nordagutu";;;17,07;1,05;18,12;;38,3200;155,48;93,29;24;;38,3200;
30;"Porsgrunn";18;"Skien";;;6,50;;6,50;;7,8900;63,94;38,36;48;;7,890;
30;"Porsgrunn";19;"Notodden";;;23,38;1,05;24,43;;56,8588;207,75;124,65;16;;56,8588;
30;"Porsgrunn";20;"Kongsberg";;;33,56;1,05;34,61;;84,3510;287,78;172,67;16;;84,3510;
30;"Porsgrunn";21;"Eiker";;;41,02;1,05;42,07;;106,6968;349,55;209,73;16;;106,6968;
30;"Porsgrunn";22;"Drammen";;;45,35;1,05;46,40;;116,5888;377,31;226,39;32;;116,589;
30;"Porsgrunn";23;"Nesbru";;;55,04;6,05;61,09;;138,5988;437,68;262,61;32;0,50;138,5988;
30;"Porsgrunn";24;"Majorstua";;;60,67;3,32;63,99;;153,8988;478,28;286,97;32;;153,8988;
30;"Porsgrunn";25;"Oslo S";;;64,53;3,32;67,85;;157,4188;489,04;293,42;32;;157,4188;
30;"Porsgrunn";26;"Holmestrand";;;65,65;;65,65;;95,2400;318,78;191,27;32;;95,240;
30;"Porsgrunn";27;"Tønsberg";;;51,50;;51,50;;69,2900;245,10;147,06;48;;69,290;
30;"Porsgrunn";28;"Sandefjord";;;29,50;;29,50;;43,9800;170,06;102,04;48;;43,980;
30;"Porsgrunn";29;"Larvik";;;11,50;;11,50;;24,8400;114,38;68,63;48;;24,840;
30;"Porsgrunn";31;"Drangedal";;;53,06;16,05;69,11;;96,9658;321,59;192,95;16;1,00;96,9658;
30;"Porsgrunn";32;"Gjerstad";;;78,06;16,05;94,11;;129,0558;413,10;247,86;16;1,00;129,0558;
30;"Porsgrunn";33;"Arendal";;;158,06;16,05;174,11;;209,6358;625,90;375,54;16;1,00;209,6358;
30;"Porsgrunn";34;"Kristiansand";;;173,06;16,05;189,11;;257,2958;747,44;448,46;16;1,00;257,2958;
31;"Drangedal";1;"Bergen";;;116,77;15,00;131,77;;323,7136;907,02;544,21;16;1,00;323,7136;
31;"Drangedal";2;"Arna";;;110,53;15,00;125,53;;314,3636;885,78;531,47;16;1,00;314,3636;
31;"Drangedal";3;"Tysse";;;104,38;15,00;119,38;;296,7876;842,79;505,67;8;1,00;296,7876;
31;"Drangedal";4;"Kvam-Jondal";;;95,74;15,00;110,74;;269,3716;777,10;466,26;8;1,00;269,3716;
31;"Drangedal";5;"Odda";;;86,69;15,00;101,69;;238,1176;699,88;419,93;8;1,00;238,1176;
31;"Drangedal";6;"Røldal";;;76,65;15,00;91,65;;202,2876;607,79;364,67;8;1,00;202,2876;
31;"Drangedal";7;"Sauda";;;81,60;11,74;93,34;;222,2996;659,27;395,56;8;1,00;222,2996;
31;"Drangedal";8;"Ølen";;;91,34;11,74;103,07;;254,4896;739,98;443,99;8;1,00;254,4896;
31;"Drangedal";9;"Aksdal";;;100,92;8,48;109,40;;286,7796;818,63;491,18;16;1,00;286,7796;
31;"Drangedal";10;"Haugesund";;;105,06;10,40;115,46;;296,4596;842,79;505,67;16;1,00;296,4596;
31;"Drangedal";11;"Kårstø";;;103,02;21,66;124,67;;294,4836;837,98;502,79;8;1,00;294,4836;
31;"Drangedal";12;"Stavanger";;;116,07;21,66;137,72;;343,6036;953,66;572,20;16;1,00;343,6036;
31;"Drangedal";13;"Haukeligrend";;;61,20;17,13;78,33;;143,9596;451,26;270,76;16;1,00;143,9596;
31;"Drangedal";14;"Åmot";;;51,31;16,12;67,43;;110,5356;360,68;216,41;16;1,00;110,5356;
31;"Drangedal";15;"Brunkeberg";;;41,26;15,00;56,26;;77,9036;267,92;160,75;16;1,00;77,9036;
31;"Drangedal";16;"Bø";;;29,00;;29,00;;41,5200;164,24;98,54;16;;41,520;
31;"Drangedal";17;"Nordagutu";;;36,37;15,00;51,37;;58,5840;213,52;128,11;8;1,00;58,5840;
31;"Drangedal";18;"Skien";;;46,41;15,00;61,41;;89,0140;301,90;181,14;16;1,00;89,0140;
31;"Drangedal";19;"Notodden";;;38,99;10,00;48,99;;70,9500;247,96;148,78;16;1,00;70,9500;
31;"Drangedal";20;"Kongsberg";;;49,05;10,00;59,05;;98,4422;327,20;196,32;16;1,00;98,4422;
31;"Drangedal";21;"Eiker";;;56,51;10,00;66,51;;120,7880;388,36;233,02;16;1,00;120,7880;
31;"Drangedal";22;"Drammen";;;60,85;10,00;70,85;;130,6800;415,84;249,50;16;1,00;130,6800;
31;"Drangedal";23;"Nesbru";;;70,54;10,00;80,54;;152,8436;475,59;285,35;16;1,00;152,8436;
31;"Drangedal";24;"Majorstua";;;76,17;12,27;88,43;;167,9900;515,78;309,47;16;1,00;167,9900;
31;"Drangedal";25;"Oslo S";;;80,02;12,27;92,29;;171,5100;526,42;315,85;16;1,00;171,5100;
31;"Drangedal";26;"Holmestrand";;;76,60;20,00;96,60;;162,5800;502,43;301,46;16;2,00;162,5800;
31;"Drangedal";27;"Tønsberg";;;105,41;16,05;121,46;;166,1940;513,11;307,87;16;1,00;166,1940;
31;"Drangedal";28;"Sandefjord";;;83,41;16,05;99,46;;140,8840;443,12;265,87;16;1,00;140,8840;
31;"Drangedal";29;"Larvik";;;65,41;16,05;81,46;;121,7440;391,12;234,67;16;1,00;121,7440;
31;"Drangedal";30;"Porsgrunn";;;52,91;16,05;68,96;;96,9040;321,59;192,95;16;1,00;96,9040;
31;"Drangedal";32;"Gjerstad";;;24,00;;24,00;;32,0900;137,91;82,75;16;;32,090;
31;"Drangedal";33;"Arendal";;;104,00;;104,00;;112,6700;366,23;219,74;16;;112,670;
31;"Drangedal";34;"Kristiansand";;;119,00;;119,00;;160,3300;497,08;298,25;16;;160,330;
32;"Gjerstad";1;"Bergen";;;141,77;15,00;156,77;;355,8036;981,26;588,76;16;1,00;355,8036;
32;"Gjerstad";2;"Arna";;;135,53;15,00;150,53;;346,4536;960,59;576,35;16;1,00;346,4536;
32;"Gjerstad";3;"Tysse";;;129,38;15,00;144,38;;328,8776;918,76;551,26;8;1,00;328,8776;
32;"Gjerstad";4;"Kvam-Jondal";;;120,74;15,00;135,74;;301,4616;854,80;512,88;8;1,00;301,4616;
32;"Gjerstad";5;"Odda";;;111,69;15,00;126,69;;270,2076;779,56;467,74;8;1,00;270,2076;
32;"Gjerstad";6;"Røldal";;;101,65;15,00;116,65;;234,3776;689,78;413,87;8;1,00;234,3776;
32;"Gjerstad";7;"Sauda";;;106,60;11,74;118,34;;254,3896;739,98;443,99;8;1,00;254,3896;
32;"Gjerstad";8;"Ølen";;;116,34;11,74;128,07;;286,5796;818,63;491,18;8;1,00;286,5796;
32;"Gjerstad";9;"Aksdal";;;125,92;8,48;134,40;;318,8696;895,24;537,14;16;1,00;318,8696;
32;"Gjerstad";10;"Haugesund";;;130,06;10,40;140,46;;328,5496;918,76;551,26;16;1,00;328,5496;
32;"Gjerstad";11;"Kårstø";;;128,02;21,66;149,67;;326,5736;914,07;548,44;8;1,00;326,5736;
32;"Gjerstad";12;"Stavanger";;;141,07;21,66;162,72;;375,6936;1026,62;615,97;16;1,00;375,6936;
32;"Gjerstad";13;"Haukeligrend";;;86,20;17,13;103,33;;176,0496;539,67;323,80;16;1,00;176,0496;
32;"Gjerstad";14;"Åmot";;;76,31;16,12;92,43;;142,6256;448,55;269,13;16;1,00;142,6256;
32;"Gjerstad";15;"Brunkeberg";;;66,26;15,00;81,26;;109,9936;357,90;214,74;16;1,00;109,9936;
32;"Gjerstad";16;"Bø";;;54,00;;54,00;;73,6100;256,52;153,91;16;;73,610;
32;"Gjerstad";17;"Nordagutu";;;61,37;15,00;76,37;;90,6740;304,72;182,83;8;1,00;90,6740;
32;"Gjerstad";18;"Skien";;;71,41;15,00;86,41;;121,1040;391,12;234,67;16;1,00;121,1040;
32;"Gjerstad";19;"Notodden";;;63,99;10,00;73,99;;103,0400;341,18;204,71;16;1,00;103,0400;
32;"Gjerstad";20;"Kongsberg";;;74,05;10,00;84,05;;130,5322;415,84;249,50;16;1,00;130,5322;
32;"Gjerstad";21;"Eiker";;;81,51;10,00;91,51;;152,8780;475,59;285,35;16;1,00;152,8780;
32;"Gjerstad";22;"Drammen";;;85,85;10,00;95,85;;162,7700;502,43;301,46;16;1,00;162,7700;
32;"Gjerstad";23;"Nesbru";;;95,54;10,00;105,54;;184,9336;560,78;336,47;16;1,00;184,9336;
32;"Gjerstad";24;"Majorstua";;;101,17;12,27;113,43;;200,2336;602,60;361,56;16;1,00;200,2336;
32;"Gjerstad";25;"Oslo S";;;105,02;12,27;117,29;;203,7536;610,38;366,23;16;1,00;203,7536;
32;"Gjerstad";26;"Holmestrand";;;101,60;20,00;121,60;;194,6700;586,98;352,19;16;2,00;194,6700;
32;"Gjerstad";27;"Tønsberg";;;130,41;16,05;146,46;;198,2840;597,40;358,44;16;1,00;198,2840;
32;"Gjerstad";28;"Sandefjord";;;108,41;16,05;124,46;;172,9740;529,07;317,44;16;1,00;172,9740;
32;"Gjerstad";29;"Larvik";;;90,41;16,05;106,46;;153,8340;478,28;286,97;16;1,00;153,8340;
32;"Gjerstad";30;"Porsgrunn";;;77,91;16,05;93,96;;128,9940;410,36;246,22;16;1,00;128,9940;
32;"Gjerstad";31;"Drangedal";;;24,00;;24,00;;32,0900;137,91;82,75;16;;32,090;
32;"Gjerstad";33;"Arendal";;;74,00;;74,00;;80,5800;276,44;165,86;16;;80,580;
32;"Gjerstad";34;"Kristiansand";;;89,00;;89,00;;128,2400;410,36;246,22;16;;128,240;
33;"Arendal";1;"Bergen";;;221,77;15,00;236,77;;436,3836;1160,03;696,02;16;1,00;436,3836;
33;"Arendal";2;"Arna";;;215,53;15,00;230,53;;427,0336;1140,82;684,49;16;1,00;427,0336;
33;"Arendal";3;"Tysse";;;209,38;15,00;224,38;;409,4576;1101,90;661,14;8;1,00;409,4576;
33;"Arendal";4;"Kvam-Jondal";;;200,74;15,00;215,74;;382,0416;1042,31;625,39;8;1,00;382,0416;
33;"Arendal";5;"Odda";;;191,69;15,00;206,69;;350,7876;969,80;581,88;8;1,00;350,7876;
33;"Arendal";6;"Røldal";;;181,65;15,00;196,65;;314,9576;885,78;531,47;8;1,00;314,9576;
33;"Arendal";7;"Sauda";;;186,60;11,74;198,34;;334,9696;932,78;559,67;8;1,00;334,9696;
33;"Arendal";8;"Ølen";;;196,34;11,74;208,07;;367,1596;1008,58;605,15;8;1,00;367,1596;
33;"Arendal";9;"Aksdal";;;205,92;8,48;214,40;;399,4496;1080,00;648,00;16;1,00;399,4496;
33;"Arendal";10;"Haugesund";;;210,06;10,40;220,46;;409,1296;1101,90;661,14;16;1,00;409,1296;
33;"Arendal";11;"Kårstø";;;208,02;21,66;229,67;;407,1536;1097,54;658,52;8;1,00;407,1536;
33;"Arendal";12;"Stavanger";;;221,07;21,66;242,72;;456,2736;1202,15;721,29;16;1,00;456,2736;
33;"Arendal";13;"Haukeligrend";;;166,20;17,13;183,33;;256,6296;744,95;446,97;16;1,00;256,6296;
33;"Arendal";14;"Åmot";;;156,31;16,12;172,43;;223,2056;661,82;397,09;16;1,00;223,2056;
33;"Arendal";15;"Brunkeberg";;;146,26;15,00;161,26;;190,5736;576,52;345,91;16;1,00;190,5736;
33;"Arendal";16;"Bø";;;134,00;;134,00;;154,1900;480,98;288,59;16;;154,190;
33;"Arendal";17;"Nordagutu";;;141,37;15,00;156,37;;171,2540;526,42;315,85;8;1,00;171,2540;
33;"Arendal";18;"Skien";;;151,41;15,00;166,41;;201,6840;605,20;363,12;16;1,00;201,6840;
33;"Arendal";19;"Notodden";;;143,99;10,00;153,99;;183,6200;558,14;334,89;16;1,00;183,6200;
33;"Arendal";20;"Kongsberg";;;154,05;10,00;164,05;;211,1122;631,06;378,63;16;1,00;211,1122;
33;"Arendal";21;"Eiker";;;161,51;10,00;171,51;;233,4580;687,24;412,35;16;1,00;233,4580;
33;"Arendal";22;"Drammen";;;165,85;10,00;175,85;;243,3500;712,46;427,48;16;1,00;243,3500;
33;"Arendal";23;"Nesbru";;;175,54;10,00;185,54;;265,5136;767,24;460,35;16;1,00;265,5136;
33;"Arendal";24;"Majorstua";;;181,17;12,27;193,43;;280,8136;804,04;482,42;16;1,00;280,8136;
33;"Arendal";25;"Oslo S";;;185,02;12,27;197,29;;284,3336;813,78;488,27;16;1,00;284,3336;
33;"Arendal";26;"Holmestrand";;;181,60;20,00;201,60;;275,2500;791,82;475,09;16;2,00;275,2500;
33;"Arendal";27;"Tønsberg";;;210,41;16,05;226,46;;278,8640;799,16;479,50;16;1,00;278,8640;
33;"Arendal";28;"Sandefjord";;;188,41;16,05;204,46;;253,5540;737,48;442,49;16;1,00;253,5540;
33;"Arendal";29;"Larvik";;;170,41;16,05;186,46;;234,4140;689,78;413,87;16;1,00;234,4140;
33;"Arendal";30;"Porsgrunn";;;157,91;16,05;173,96;;209,5740;625,90;375,54;16;1,00;209,5740;
33;"Arendal";31;"Drangedal";;;104,00;;104,00;;112,6700;366,23;219,74;16;;112,670;
33;"Arendal";32;"Gjerstad";;;74,00;;74,00;;80,5800;276,44;165,86;16;;80,580;
34;"Kristiansand";1;"Bergen";;;236,77;15,00;251,77;;484,0436;1259,78;755,87;16;1,00;484,0436;
34;"Kristiansand";2;"Arna";;;230,53;15,00;245,53;;474,6936;1239,38;743,63;16;1,00;474,6936;
34;"Kristiansand";3;"Tysse";;;224,38;15,00;239,38;;457,1176;1204,24;722,54;8;1,00;457,1176;
34;"Kristiansand";4;"Kvam-Jondal";;;215,74;15,00;230,74;;429,7016;1145,10;687,06;8;1,00;429,7016;
34;"Kristiansand";5;"Odda";;;206,69;15,00;221,69;;398,4476;1077,80;646,68;8;1,00;398,4476;
34;"Kristiansand";6;"Røldal";;;196,65;15,00;211,65;;362,6176;997,23;598,34;8;1,00;362,6176;
34;"Kristiansand";7;"Sauda";;;201,60;11,74;213,34;;382,6296;1042,31;625,39;8;1,00;382,6296;
34;"Kristiansand";8;"Ølen";;;211,34;11,74;223,07;;414,8196;1112,78;667,67;8;1,00;414,8196;
34;"Kristiansand";9;"Aksdal";;;220,92;8,48;229,40;;447,1096;1183,30;709,98;16;1,00;447,1096;
34;"Kristiansand";10;"Haugesund";;;225,06;10,40;235,46;;456,7896;1202,15;721,29;16;1,00;456,7896;
34;"Kristiansand";11;"Kårstø";;;223,02;21,66;244,67;;454,8136;1197,98;718,79;8;1,00;454,8136;
34;"Kristiansand";12;"Stavanger";;;236,07;21,66;257,72;;503,9336;1297,98;778,79;16;1,00;503,9336;
34;"Kristiansand";13;"Haukeligrend";;;181,20;17,13;198,33;;304,2896;861,98;517,19;16;1,00;304,2896;
34;"Kristiansand";14;"Åmot";;;171,31;16,12;187,43;;270,8656;779,56;467,74;16;1,00;270,8656;
34;"Kristiansand";15;"Brunkeberg";;;161,26;15,00;176,26;;238,2336;699,88;419,93;16;1,00;238,2336;
34;"Kristiansand";16;"Bø";;;149,00;;149,00;;201,8500;605,20;363,12;16;;201,850;
34;"Kristiansand";17;"Nordagutu";;;156,37;15,00;171,37;;218,9140;649,04;389,42;8;1,00;218,9140;
34;"Kristiansand";18;"Skien";;;166,41;15,00;181,41;;249,3440;727,50;436,50;16;1,00;249,3440;
34;"Kristiansand";19;"Notodden";;;158,99;10,00;168,99;;231,2800;682,18;409,31;16;1,00;231,2800;
34;"Kristiansand";20;"Kongsberg";;;169,05;10,00;179,05;;258,7722;749,92;449,95;16;1,00;258,7722;
34;"Kristiansand";21;"Eiker";;;176,51;10,00;186,51;;281,1180;806,48;483,89;16;1,00;281,1180;
34;"Kristiansand";22;"Drammen";;;180,85;10,00;190,85;;291,0100;830,74;498,44;16;1,00;291,0100;
34;"Kristiansand";23;"Nesbru";;;190,54;10,00;200,54;;313,1736;883,40;530,04;16;1,00;313,1736;
34;"Kristiansand";24;"Majorstua";;;196,17;12,27;208,43;;328,4736;918,76;551,26;16;1,00;328,4736;
34;"Kristiansand";25;"Oslo S";;;200,02;12,27;212,29;;331,9936;925,78;555,47;16;1,00;331,9936;
34;"Kristiansand";26;"Holmestrand";;;196,60;20,00;216,60;;322,9100;904,67;542,80;16;2,00;322,9100;
34;"Kristiansand";27;"Tønsberg";;;225,41;16,05;241,46;;326,5240;914,07;548,44;16;1,00;326,5240;
34;"Kristiansand";28;"Sandefjord";;;203,41;16,05;219,46;;301,2140;854,80;512,88;16;1,00;301,2140;
34;"Kristiansand";29;"Larvik";;;185,41;16,05;201,46;;282,0740;808,91;485,35;16;1,00;282,0740;
34;"Kristiansand";30;"Porsgrunn";;;172,91;16,05;188,96;;257,2340;747,44;448,46;16;1,00;257,2340;
34;"Kristiansand";31;"Drangedal";;;119,00;;119,00;;160,3300;497,08;298,25;16;;160,330;
34;"Kristiansand";32;"Gjerstad";;;89,00;;89,00;;128,2400;410,36;246,22;16;;128,240;
