"St.num.";"Station name";"St.num.";"Station name";"Reise Tid";"Billetpris Forerningsreisende";"Bilettpris fritidsreiser";"Antall avganger per rerning";"Antall togbytter";"Avstand";"Comment"
10;"Haugesund";21;"Eiker";100,45836;930,444;558,2664;8;0;333,3516;
10;"Haugesund";22;"Drammen";104,789101666667;953,664;572,1984;16;0;343,2436;
10;"Haugesund";23;"Nesbru";119,479935;1004,044;602,4264;16;0,5;365,2536;
10;"Haugesund";24;"Majorstua";122,376685;1037,839;622,7034;16;0;380,5536;
10;"Haugesund";25;"Oslo S";126,232851666667;1046,775;628,065;16;0;384,0736;
10;"Haugesund";26;"Holmestrand";130,539101666667;1026,624;615,9744;16;1;375,1436;
10;"Haugesund";27;"Tønsberg";150,700385;1033,359;620,0154;16;0,5;378,7576;"ic. Dr 10min"
10;"Haugesund";28;"Sandefjord";139,243043333333;976,684;586,0104;16;0,5;353,4476;
10;"Haugesund";29;"Larvik";121,243043333333;932,775;559,665;16;0,5;334,3076;
10;"Haugesund";30;"Porsgrunn";108,743043333333;873,9;524,34;16;0,5;309,4676;
10;"Haugesund";31;"Drangedal";115,893801666667;842,791;505,6746;16;1;296,4676;
10;"Haugesund";32;"Gjerstad";140,893801666667;918,759;551,2554;16;1;328,5576;
10;"Haugesund";33;"Arendal";220,893801666667;1101,9;661,14;16;1;409,1376;
10;"Haugesund";34;"Kristiansand";235,893801666667;1202,151;721,2906;16;1;456,7976;
11;"Kårstø";1;"Bergen";83,1805491666667;669,471;401,6826;16;0;226,862;
11;"Kårstø";2;"Arna";76,9452158333333;646,476;387,8856;16;0;217,512;
11;"Kårstø";3;"Tysse";70,7959075;600;360;8;0;199,936;
11;"Kårstø";4;"Kvam-Jondal";62,1568491666667;529,071;317,4426;8;0;172,52;
11;"Kårstø";5;"Odda";53,1055741666667;445,836;267,5016;8;0;141,266;
11;"Kårstø";6;"Røldal";42,7337825;346,764;208,0584;8;0;105,436;
11;"Kårstø";7;"Sauda";32,3795225;253,671;152,2026;18;0;72,1804;
11;"Kårstø";8;"Ølen";22,5907725;158,4;95,04;18;0;39,9904;
11;"Kårstø";9;"Aksdal";6,52508;84,775;50,865;10;0;14,8698;
11;"Kårstø";10;"Haugesund";10,9879133333333;114,375;68,625;20;0;24,5498;
11;"Kårstø";12;"Stavanger";13,8596666666667;187,5;112,5;36;0;49,12;
11;"Kårstø";13;"Haukeligrend";53,8267741666667;470,199;282,1194;8;0;150,518;
11;"Kårstø";14;"Åmot";64,8033408333333;558,144;334,8864;8;0;183,942;
11;"Kårstø";15;"Brunkeberg";75,7500825;643,911;386,3466;8;0;216,574;
11;"Kårstø";16;"Bø";81,0415741666667;734,991;440,9946;12;0;252,191;
11;"Kårstø";17;"Nordagutu";91,31145375;777,1;466,26;8;0,75;269,168;
11;"Kårstø";18;"Skien";110,280440833333;850;510;12;0,5;299,598;
11;"Kårstø";19;"Notodden";90,8336241666667;806,476;483,8856;8;0;281,534;
11;"Kårstø";20;"Kongsberg";100,8923275;873,9;524,34;8;0;309,0262;
11;"Kårstø";21;"Eiker";108,3548825;925,776;555,4656;8;0;331,372;
11;"Kårstø";22;"Drammen";112,685624166667;949,036;569,4216;16;0;341,264;
11;"Kårstø";23;"Nesbru";127,3764575;999,504;599,7024;16;0,5;363,274;
11;"Kårstø";24;"Majorstua";130,2732075;1033,359;620,0154;16;0;378,574;
11;"Kårstø";25;"Oslo S";134,129374166667;1042,311;625,3866;16;0;382,094;
11;"Kårstø";26;"Holmestrand";138,435624166667;1022,124;613,2744;16;1;373,164;
11;"Kårstø";27;"Tønsberg";156,7086575;1028,871;617,3226;16;0,5;376,778;
11;"Kårstø";28;"Sandefjord";148,330440833333;972,096;583,2576;12;0,5;351,468;
11;"Kårstø";29;"Larvik";130,330440833333;928,111;556,8666;12;0,5;332,328;
11;"Kårstø";30;"Porsgrunn";117,830440833333;869,136;521,4816;12;0,5;307,488;
11;"Kårstø";31;"Drangedal";125,041574166667;837,975;502,785;8;1;294,488;
11;"Kårstø";32;"Gjerstad";150,041574166667;914,071;548,4426;8;1;326,578;
11;"Kårstø";33;"Arendal";230,041574166667;1097,536;658,5216;8;1;407,158;
11;"Kårstø";34;"Kristiansand";245,041574166667;1197,975;718,785;8;1;454,818;
12;"Stavanger";1;"Bergen";96,4977158333333;791,824;475,0944;32;0;275,982;
12;"Stavanger";2;"Arna";90,2623825;769,711;461,8266;32;0;266,632;
12;"Stavanger";3;"Tysse";84,1130741666667;727,5;436,5;16;0;249,056;
12;"Stavanger";4;"Kvam-Jondal";75,4740158333333;656,716;394,0296;16;0;221,64;
12;"Stavanger";5;"Odda";66,4227408333333;576,519;345,9114;16;0;190,386;
12;"Stavanger";6;"Røldal";56,0509491666667;480,975;288,585;16;0;154,556;
12;"Stavanger";7;"Sauda";45,6966891666667;391,116;234,6696;36;0;121,3004;
12;"Stavanger";8;"Ølen";35,9079391666667;301,9;181,14;36;0;89,1104;
12;"Stavanger";9;"Aksdal";19,8448716666667;227,904;136,7424;20;0;63,9898;
12;"Stavanger";10;"Haugesund";24,307705;256,524;153,9144;40;0;73,6698;
12;"Stavanger";11;"Kårstø";14,0364166666667;187,5;112,5;36;0;49,12;
12;"Stavanger";13;"Haukeligrend";67,1439408333333;600;360;16;0;199,638;
12;"Stavanger";14;"Åmot";78,1205075;687,244;412,3464;16;0;233,062;
12;"Stavanger";15;"Brunkeberg";89,0672491666667;767,244;460,3464;16;0;265,694;
12;"Stavanger";16;"Bø";94,3587408333333;854,796;512,8776;24;0;301,311;
12;"Stavanger";17;"Nordagutu";113,558190833333;895,239;537,1434;8;0,5;318,288;
12;"Stavanger";18;"Skien";123,5976075;965,199;579,1194;16;0,5;348,718;
12;"Stavanger";19;"Notodden";104,150790833333;923,439;554,0634;16;0;330,654;
12;"Stavanger";20;"Kongsberg";114,209494166667;988,119;592,8714;16;0;358,1462;
12;"Stavanger";21;"Eiker";121,672049166667;1037,839;622,7034;16;0;380,492;
12;"Stavanger";22;"Drammen";126,002790833333;1060,119;636,0714;32;0;390,384;
12;"Stavanger";23;"Nesbru";140,693624166667;1108,431;665,0586;32;0,5;412,394;
12;"Stavanger";24;"Majorstua";143,590374166667;1140,816;684,4896;32;0;427,694;
12;"Stavanger";25;"Oslo S";147,446540833333;1149,376;689,6256;32;0;431,214;
12;"Stavanger";26;"Holmestrand";151,752790833333;1130,071;678,0426;32;1;422,284;
12;"Stavanger";27;"Tønsberg";170,025824166667;1136,524;681,9144;16;0,5;425,898;"Dr"
12;"Stavanger";28;"Sandefjord";161,6476075;1082,199;649,3194;16;0,5;400,588;"Bø"
12;"Stavanger";29;"Larvik";143,6476075;1040,076;624,0456;16;0,5;381,448;
12;"Stavanger";30;"Porsgrunn";131,1476075;983,551;590,1306;16;0,5;356,608;
12;"Stavanger";31;"Drangedal";138,358740833333;953,664;572,1984;16;1;343,608;
12;"Stavanger";32;"Gjerstad";163,358740833333;1026,624;615,9744;16;1;375,698;
12;"Stavanger";33;"Arendal";243,358740833333;1202,151;721,2906;16;1;456,278;
12;"Stavanger";34;"Kristiansand";258,358740833333;1297,984;778,7904;16;1;503,938;
13;"Haukeligrend";1;"Bergen";56,779525;547,6;328,56;24;0;179,754;
13;"Haukeligrend";2;"Arna";50,5441916666667;523,759;314,2554;24;0;170,404;
13;"Haukeligrend";3;"Tysse";44,3948833333333;475,591;285,3546;12;0;152,828;
13;"Haukeligrend";4;"Kvam-Jondal";35,755825;402,124;241,2744;12;0;125,412;
13;"Haukeligrend";5;"Odda";26,70455;315,975;189,585;12;0;94,158;
13;"Haukeligrend";6;"Røldal";16,6626333333334;213,519;128,1114;12;0;58,328;
13;"Haukeligrend";7;"Sauda";21,6091666666667;270,759;162,4554;8;0;78,34;
13;"Haukeligrend";8;"Ølen";31,3471666666667;360,679;216,4074;8;0;110,53;
13;"Haukeligrend";9;"Aksdal";40,9337083333333;448,551;269,1306;8;0;142,82;
13;"Haukeligrend";10;"Haugesund";46,9925416666667;475,591;285,3546;8;0;152,5;
13;"Haukeligrend";11;"Kårstø";52,9442566666667;470,199;282,1194;8;0;150,524;
13;"Haukeligrend";12;"Stavanger";65,9945483333334;600;360;16;0;199,644;
13;"Haukeligrend";14;"Åmot";10,9940666666667;140,844;84,5064;28;0;33,374;
13;"Haukeligrend";15;"Brunkeberg";20,8934333333333;236,511;141,9066;28;0;66,006;
13;"Haukeligrend";16;"Bø";31,4393;335,596;201,3576;28;0;101,623;
13;"Haukeligrend";17;"Nordagutu";44,00375;382,839;229,7034;8;0;118,65;
13;"Haukeligrend";18;"Skien";54,0431666666667;467,5;280,5;16;0;149,08;
13;"Haukeligrend";19;"Notodden";39,9801;415,839;249,5034;12;0;130,966;
13;"Haukeligrend";20;"Kongsberg";50,0388033333334;491,719;295,0314;12;0;158,4582;
13;"Haukeligrend";21;"Eiker";57,5013583333334;550,239;330,1434;12;0;180,804;
13;"Haukeligrend";22;"Drammen";61,8321;576,519;345,9114;24;0;190,696;
13;"Haukeligrend";23;"Nesbru";76,5229333333333;633,631;380,1786;24;0,5;212,706;
13;"Haukeligrend";24;"Majorstua";79,4196833333333;674,559;404,7354;24;0;228,006;
13;"Haukeligrend";25;"Oslo S";83,27585;682,176;409,3056;24;0;231,526;
13;"Haukeligrend";26;"Holmestrand";87,5821;659,271;395,5626;24;1;222,596;
13;"Haukeligrend";27;"Tønsberg";107,567416666667;669,471;401,6826;16;0;226,26;
13;"Haukeligrend";28;"Sandefjord";85,5674166666667;602,599;361,5594;16;0;200,95;
13;"Haukeligrend";29;"Larvik";67,5674166666667;552,876;331,7256;16;0;181,81;
13;"Haukeligrend";30;"Porsgrunn";55,0674166666667;486,351;291,8106;16;0;156,97;
13;"Haukeligrend";31;"Drangedal";77,5113;451,264;270,7584;16;1;143,92;
13;"Haukeligrend";32;"Gjerstad";102,5113;539,671;323,8026;16;1;176,01;
13;"Haukeligrend";33;"Arendal";182,5113;744,951;446,9706;16;1;256,59;
13;"Haukeligrend";34;"Kristiansand";197,5113;861,975;517,185;16;1;304,25;
14;"Åmot";1;"Bergen";66,4322166666667;636,204;381,7224;24;0;213,178;
14;"Åmot";2;"Arna";60,1968833333333;610,384;366,2304;24;0;203,828;
14;"Åmot";3;"Tysse";54,047575;566,031;339,6186;12;0;186,252;
14;"Åmot";4;"Kvam-Jondal";45,4085166666667;491,719;295,0314;12;0;158,836;
14;"Åmot";5;"Odda";36,3572416666667;407,616;244,5696;12;0;127,582;
14;"Åmot";6;"Røldal";26,315325;307,536;184,5216;12;0;91,752;
14;"Åmot";7;"Sauda";33,5254833333333;363,456;218,0736;8;0;111,764;
14;"Åmot";8;"Ølen";43,2634833333334;451,264;270,7584;8;0;143,954;
14;"Åmot";9;"Aksdal";52,850025;539,671;323,8026;8;0;176,244;
14;"Åmot";10;"Haugesund";58,9088583333333;563,404;338,0424;8;0;185,924;
14;"Åmot";11;"Kårstø";63,7287608333333;558,144;334,8864;8;0;183,948;
14;"Åmot";12;"Stavanger";76,7790525;687,244;412,3464;16;0;233,068;
14;"Åmot";13;"Haukeligrend";10,8663166666667;140,844;84,5064;28;0;33,424;
14;"Åmot";15;"Brunkeberg";10,9441166666667;137,911;82,7466;28;0;32,632;
14;"Åmot";16;"Bø";21,4899833333333;242,239;145,3434;28;0;68,249;
14;"Åmot";17;"Nordagutu";31,9596833333333;290,604;174,3624;8;0;85,2259999999999;
14;"Åmot";18;"Skien";41,9991;374,544;224,7264;16;0;115,656;
14;"Åmot";19;"Notodden";30,0307833333333;324,396;194,6376;12;0;97,592;
14;"Åmot";20;"Kongsberg";40,0894866666667;402,124;241,2744;12;0;125,0842;
14;"Åmot";21;"Eiker";47,5520416666667;462,096;277,2576;12;0;147,43;
14;"Åmot";22;"Drammen";51,8827833333333;489,036;293,4216;24;0;157,322;
14;"Åmot";23;"Nesbru";66,5736166666667;547,6;328,56;24;0,5;179,332;
14;"Åmot";24;"Majorstua";69,4703666666667;586,975;352,185;24;0;194,632;
14;"Åmot";25;"Oslo S";73,3265333333333;597,399;358,4394;24;0;198,152;
14;"Åmot";26;"Holmestrand";77,6327833333333;573,9;344,34;24;1;189,222;
14;"Åmot";27;"Tønsberg";97,6181;581,751;349,0506;16;0;192,836;
14;"Åmot";28;"Sandefjord";75,6181;515,776;309,4656;16;0;167,526;
14;"Åmot";29;"Larvik";57,6181;464,799;278,8794;16;0;148,386;
14;"Åmot";30;"Porsgrunn";45,1181;396,624;237,9744;16;0;123,546;
14;"Åmot";31;"Drangedal";66,5146083333333;360,679;216,4074;16;1;110,546;
14;"Åmot";32;"Gjerstad";91,5146083333333;448,551;269,1306;16;1;142,636;
14;"Åmot";33;"Arendal";171,514608333333;661,824;397,0944;16;1;223,216;
14;"Åmot";34;"Kristiansand";186,514608333333;779,559;467,7354;16;1;270,876;
15;"Brunkeberg";1;"Bergen";76,6973333333334;717,484;430,4904;24;0;245,81;
15;"Brunkeberg";2;"Arna";70,462;694,831;416,8986;24;0;236,46;
15;"Brunkeberg";3;"Tysse";64,3126916666667;649,039;389,4234;12;0;218,884;
15;"Brunkeberg";4;"Kvam-Jondal";55,6736333333334;579,136;347,4816;12;0;191,468;
15;"Brunkeberg";5;"Odda";46,6223583333333;497,079;298,2474;12;0;160,214;
15;"Brunkeberg";6;"Røldal";36,5804416666667;399,375;239,625;12;0;124,384;
15;"Brunkeberg";7;"Sauda";45,81185;453,975;272,385;8;0;144,396;
15;"Brunkeberg";8;"Ølen";55,54985;539,671;323,8026;8;0;176,586;
15;"Brunkeberg";9;"Aksdal";65,1363916666667;623,319;373,9914;8;0;208,876;
15;"Brunkeberg";10;"Haugesund";71,195225;649,039;389,4234;8;0;218,556;
15;"Brunkeberg";11;"Kårstø";75,0045025;643,911;386,3466;8;0;216,58;
15;"Brunkeberg";12;"Stavanger";88,0547941666667;767,244;460,3464;16;0;265,7;
15;"Brunkeberg";13;"Haukeligrend";21,1314333333333;236,511;141,9066;28;0;66,056;
15;"Brunkeberg";14;"Åmot";11,2363666666667;137,911;82,7466;28;0;32,632;
15;"Brunkeberg";16;"Bø";11,5451166666667;146,704;88,0224;28;0;35,617;
15;"Brunkeberg";17;"Nordagutu";19,9655666666667;196,191;117,7146;8;0;52,5939999999999;
15;"Brunkeberg";18;"Skien";30,0049833333333;284,944;170,9664;16;0;83,0239999999999;
15;"Brunkeberg";19;"Notodden";20,0859166666667;230,775;138,465;12;0;64,96;
15;"Brunkeberg";20;"Kongsberg";30,14462;310,351;186,2106;12;0;92,4522;
15;"Brunkeberg";21;"Eiker";37,607175;371,775;223,065;12;0;114,798;
15;"Brunkeberg";22;"Drammen";41,9379166666667;399,375;239,625;24;0;124,69;
15;"Brunkeberg";23;"Nesbru";56,62875;459,391;275,6346;24;0,5;146,7;
15;"Brunkeberg";24;"Majorstua";59,5255;499,756;299,8536;24;0;162;
15;"Brunkeberg";25;"Oslo S";63,3816666666667;510,444;306,2664;24;0;165,52;
15;"Brunkeberg";26;"Holmestrand";67,6879166666667;486,351;291,8106;24;1;156,59;
15;"Brunkeberg";27;"Tønsberg";87,6732333333333;497,079;298,2474;16;0;160,204;
15;"Brunkeberg";28;"Sandefjord";65,6732333333333;426,775;256,065;16;0;134,894;
15;"Brunkeberg";29;"Larvik";47,6732333333333;374,544;224,7264;16;0;115,754;
15;"Brunkeberg";30;"Porsgrunn";35,1732333333333;304,719;182,8314;16;0;90,9139999999999;
15;"Brunkeberg";31;"Drangedal";55,5451166666667;267,916;160,7496;16;1;77,914;
15;"Brunkeberg";32;"Gjerstad";80,5451166666666;360,679;216,4074;16;1;110,004;
15;"Brunkeberg";33;"Arendal";160,545116666667;576,519;345,9114;16;1;190,584;
15;"Brunkeberg";34;"Kristiansand";175,545116666667;699,879;419,9274;16;1;238,244;
16;"Bø";1;"Bergen";87,7681483333334;806,476;483,8856;24;0;281,5814;
16;"Bø";2;"Arna";81,532815;784,471;470,6826;24;0;272,2314;
16;"Bø";3;"Tysse";75,3835066666667;739,975;443,985;12;0;254,6554;
16;"Bø";4;"Kvam-Jondal";66,7444483333334;672,016;403,2096;12;0;227,2394;
16;"Bø";5;"Odda";57,6931733333333;589,584;353,7504;12;0;195,9854;
16;"Bø";6;"Røldal";47,6512566666667;497,079;298,2474;12;0;160,1554;
16;"Bø";7;"Sauda";49,336665;550,239;330,1434;12;0;180,1674;
16;"Bø";8;"Ølen";59,074665;633,631;380,1786;12;0;212,3574;
16;"Bø";9;"Aksdal";65,4000816666667;714,975;428,985;16;0;244,6474;
16;"Bø";10;"Haugesund";71,458915;739,975;443,985;16;0;254,3274;
16;"Bø";11;"Kårstø";80,671755;734,991;440,9946;12;0;252,3514;
16;"Bø";12;"Stavanger";93,7220466666667;854,796;512,8776;24;0;301,4714;
16;"Bø";13;"Haukeligrend";32,2022483333333;335,596;201,3576;28;0;101,8274;
16;"Bø";14;"Åmot";22,3071816666667;242,239;145,3434;28;0;68,4034;
16;"Bø";15;"Brunkeberg";12,25819;146,704;88,0224;28;0;35,7714;
16;"Bø";17;"Nordagutu";7,37045000000001;90,711;54,4266;8;0;16,977;
16;"Bø";18;"Skien";17,4098666666667;181,696;109,0176;16;0;47,407;
16;"Bø";19;"Notodden";9,99330000000002;129,1;77,46;20;0;29,343;
16;"Bø";20;"Kongsberg";20,0520033333334;207,751;124,6506;20;0;56,8352;
16;"Bø";21;"Eiker";27,5145583333334;273,6;164,16;20;0;79,181;
16;"Bø";22;"Drammen";31,8453;301,9;181,14;40;0;89,073;
16;"Bø";23;"Nesbru";46,5361333333333;363,456;218,0736;40;0,5;111,083;
16;"Bø";24;"Majorstua";49,4328833333333;404,871;242,9226;40;0;126,383;
16;"Bø";25;"Oslo S";53,28905;413,1;247,86;40;0;129,903;
16;"Bø";26;"Holmestrand";57,5953;388,359;233,0154;32;1;120,973;
16;"Bø";27;"Tønsberg";77,4598666666667;399,375;239,625;16;0;124,587;
16;"Bø";28;"Sandefjord";55,4598666666667;330;198;16;0;99,277;
16;"Bø";29;"Larvik";37,4598666666667;276,439;165,8634;16;0;80,137;
16;"Bø";30;"Porsgrunn";24,9598666666667;204,864;122,9184;16;0;55,297;
16;"Bø";31;"Drangedal";29;164,236;98,5416;16;0;41,52;
16;"Bø";32;"Gjerstad";54;256,524;153,9144;16;0;73,61;
16;"Bø";33;"Arendal";134;480,975;288,585;16;0;154,19;
16;"Bø";34;"Kristiansand";149;605,196;363,1176;16;0;201,85;
17;"Nordagutu";1;"Bergen";103,930693333333;847,599;508,5594;8;0,5;298,4666;
17;"Nordagutu";2;"Arna";97,69536;825,9;495,54;8;0,5;289,1166;
17;"Nordagutu";3;"Tysse";92,1654891666667;782,016;469,2096;8;0,75;271,5406;
17;"Nordagutu";4;"Kvam-Jondal";83,5264308333334;714,975;428,985;8;0,75;244,1246;
17;"Nordagutu";5;"Odda";74,4751558333334;633,631;380,1786;8;0,75;212,8706;
17;"Nordagutu";6;"Røldal";64,4332391666667;542,316;325,3896;8;0,75;177,0406;
17;"Nordagutu";7;"Sauda";64,54124125;594,796;356,8776;8;0,75;197,0526;
17;"Nordagutu";8;"Ølen";74,27924125;677,1;406,26;8;0,75;229,2426;
17;"Nordagutu";9;"Aksdal";84,8591891666667;757,356;454,4136;8;0,5;261,5326;
17;"Nordagutu";10;"Haugesund";90,9180225;782,016;469,2096;8;0,5;271,2126;
17;"Nordagutu";11;"Kårstø";90,9178820833334;777,1;466,26;8;0,75;269,2366;
17;"Nordagutu";12;"Stavanger";113,145716666667;895,239;537,1434;8;0,5;318,3566;
17;"Nordagutu";13;"Haukeligrend";44,8622933333333;382,839;229,7034;8;0;118,7126;
17;"Nordagutu";14;"Åmot";32,9459766666667;290,604;174,3624;8;0;85,2886;
17;"Nordagutu";15;"Brunkeberg";20,65961;196,191;117,7146;8;0;52,6566;
17;"Nordagutu";16;"Bø";7,35142;90,711;54,4266;8;0;16,8852;
17;"Nordagutu";18;"Skien";10,3316666666667;132,039;79,2234;24;0;30,43;
17;"Nordagutu";19;"Notodden";7,24948;96,639;57,9834;8;0;18,5388;
17;"Nordagutu";20;"Kongsberg";17,4236833333334;178,791;107,2746;8;0;46,031;
17;"Nordagutu";21;"Eiker";24,8862383333333;242,239;145,3434;8;0;68,3768;
17;"Nordagutu";22;"Drammen";29,21698;270,759;162,4554;16;0;78,2688;
17;"Nordagutu";23;"Nesbru";43,9078133333333;332,799;199,6794;16;0,5;100,2788;
17;"Nordagutu";24;"Majorstua";46,8045633333333;374,544;224,7264;16;0;115,5788;
17;"Nordagutu";25;"Oslo S";50,66073;385,6;231,36;16;0;119,0988;
17;"Nordagutu";26;"Holmestrand";54,96698;360,679;216,4074;16;1;110,1688;
17;"Nordagutu";27;"Tønsberg";70,3816666666667;352,336;211,4016;24;0;107,61;
17;"Nordagutu";28;"Sandefjord";48,3816666666667;282,111;169,2666;24;0;82,3;
17;"Nordagutu";29;"Larvik";30,3816666666667;227,904;136,7424;24;0;63,16;
17;"Nordagutu";30;"Porsgrunn";17,8816666666667;155,479;93,2874;24;0;38,32;
17;"Nordagutu";31;"Drangedal";51,35142;213,519;128,1114;8;1;58,6458;
17;"Nordagutu";32;"Gjerstad";76,35142;304,719;182,8314;8;1;90,7358;
17;"Nordagutu";33;"Arendal";156,35142;526,416;315,8496;8;1;171,3158;
17;"Nordagutu";34;"Kristiansand";171,35142;649,039;389,4234;8;1;218,9758;
18;"Skien";1;"Bergen";114,142485;918,759;551,2554;16;0,5;328,8966;
18;"Skien";2;"Arna";107,907151666667;897,6;538,56;16;0,5;319,5466;
18;"Skien";3;"Tysse";101,757843333333;854,796;512,8776;12;0,5;301,9706;
18;"Skien";4;"Kvam-Jondal";93,118785;789,375;473,625;12;0,5;274,5546;
18;"Skien";5;"Odda";84,06751;712,464;427,4784;12;0,5;243,3006;
18;"Skien";6;"Røldal";74,0255933333334;620,736;372,4416;12;0,5;207,4706;
18;"Skien";7;"Sauda";75,7464391666667;672,016;403,2096;12;0,5;227,4826;"ic. Bø 10min"
18;"Skien";8;"Ølen";85,4844391666667;752,4;451,44;12;0,5;259,6726;"ic. Bø 10min"
18;"Skien";9;"Aksdal";95,0709808333334;830,736;498,4416;16;0,5;291,9626;"ic. Bø 10min"
18;"Skien";10;"Haugesund";101,129814166667;854,796;512,8776;16;0,5;301,6426;"ic. Bø 10min"
18;"Skien";11;"Kårstø";110,307216666667;850;510;12;0,5;299,6666;"ic. Bø, 10min"
18;"Skien";12;"Stavanger";123,357508333333;965,199;579,1194;16;0,5;348,7866;"ic. Bø, 10min"
18;"Skien";13;"Haukeligrend";55,074085;467,5;280,5;16;0;149,1426;
18;"Skien";14;"Åmot";43,1577683333333;374,544;224,7264;16;0;115,7186;
18;"Skien";15;"Brunkeberg";30,8714016666667;284,944;170,9664;16;0;83,0866;
18;"Skien";16;"Bø";17,5632116666667;181,696;109,0176;16;0;47,3152;
18;"Skien";17;"Nordagutu";10,5731666666667;132,039;79,2234;24;0;30,43;
18;"Skien";19;"Notodden";16,8837716666667;184,599;110,7594;16;0;48,9688;
18;"Skien";20;"Kongsberg";27,057975;265,071;159,0426;16;0;76,461;
18;"Skien";21;"Eiker";34,52053;327,199;196,3194;16;0;98,8068;
18;"Skien";22;"Drammen";38,8512716666667;355,119;213,0714;32;0;108,6988;
18;"Skien";23;"Nesbru";53,542105;415,839;249,5034;32;0,5;130,7088;
18;"Skien";24;"Majorstua";56,438855;459,391;275,6346;32;0;146,0088;
18;"Skien";25;"Oslo S";60,2950216666667;467,5;280,5;32;0;149,5288;
18;"Skien";26;"Holmestrand";73,15;341,184;204,7104;32;0;103,13;
18;"Skien";27;"Tønsberg";59;267,916;160,7496;48;0;77,18;
18;"Skien";28;"Sandefjord";37;193,296;115,9776;48;0;51,87;
18;"Skien";29;"Larvik";19;137,911;82,7466;48;0;32,73;
18;"Skien";30;"Porsgrunn";6,5;63,936;38,3616;48;0;7,89;
18;"Skien";31;"Drangedal";61,5632116666667;301,9;181,14;16;1;89,0758;
18;"Skien";32;"Gjerstad";86,5632116666667;391,116;234,6696;16;1;121,1658;
18;"Skien";33;"Arendal";166,563211666667;605,196;363,1176;16;1;201,7458;
18;"Skien";34;"Kristiansand";181,563211666667;727,5;436,5;16;1;249,4058;
19;"Notodden";1;"Bergen";95,9765;876,279;525,7674;16;0;310,77;
19;"Notodden";2;"Arna";89,7411666666666;854,796;512,8776;16;0;301,42;
19;"Notodden";3;"Tysse";83,5918583333333;811,344;486,8064;8;0;283,844;
19;"Notodden";4;"Kvam-Jondal";74,9528;744,951;446,9706;8;0;256,428;
19;"Notodden";5;"Odda";65,901525;666,924;400,1544;8;0;225,174;
19;"Notodden";6;"Røldal";55,8596083333333;573,9;344,34;8;0;189,344;
19;"Notodden";7;"Sauda";58,8422041666667;625,9;375,54;8;0;209,356;
19;"Notodden";8;"Ølen";68,5802041666667;707,436;424,4616;8;0;241,546;
19;"Notodden";9;"Aksdal";76,2028083333333;786,924;472,1544;8;0;273,836;
19;"Notodden";10;"Haugesund";82,2616416666667;811,344;486,8064;8;0;283,516;
19;"Notodden";11;"Kårstø";90,1772941666667;806,476;483,8856;8;0;281,54;
19;"Notodden";12;"Stavanger";103,227585833333;923,439;554,0634;16;0;330,66;
19;"Notodden";13;"Haukeligrend";40,4106;418,576;251,1456;12;0;131,016;
19;"Notodden";14;"Åmot";30,5155333333333;324,396;194,6376;12;0;97,592;
19;"Notodden";15;"Brunkeberg";20,4665416666667;230,775;138,465;12;0;64,96;
19;"Notodden";16;"Bø";9,75272666666666;129,1;77,46;20;0;29,1886;
19;"Notodden";17;"Nordagutu";7,28288333333333;96,639;57,9834;8;0;18,548;
19;"Notodden";18;"Skien";16,6678;184,599;110,7594;16;0;48,978;
19;"Notodden";20;"Kongsberg";11,0387033333333;123,216;73,9296;24;0;27,4922;
19;"Notodden";21;"Eiker";18,5012583333333;187,5;112,5;24;0;49,838;
19;"Notodden";22;"Drammen";22,832;216,4;129,84;48;0;59,73;
19;"Notodden";23;"Nesbru";37,5228333333333;279,276;167,5656;48;0,5;81,74;
19;"Notodden";24;"Majorstua";40,4195833333333;324,396;194,6376;48;0;97,04;
19;"Notodden";25;"Oslo S";44,27575;332,799;199,6794;48;0;100,56;
19;"Notodden";26;"Holmestrand";48,582;307,536;184,5216;32;1;91,63;
19;"Notodden";27;"Tønsberg";57,582;380,076;228,0456;48;1;117,58;
19;"Notodden";28;"Sandefjord";54,7178;332,799;199,6794;16;0;100,848;
19;"Notodden";29;"Larvik";36,7178;279,276;167,5656;16;0;81,7079999999999;
19;"Notodden";30;"Porsgrunn";24,2178;207,751;124,6506;16;0;56,868;
19;"Notodden";31;"Drangedal";48,7527266666667;247,959;148,7754;16;1;70,9492;
19;"Notodden";32;"Gjerstad";73,7527266666667;341,184;204,7104;16;1;103,0392;
19;"Notodden";33;"Arendal";153,752726666667;558,144;334,8864;16;1;183,6192;
19;"Notodden";34;"Kristiansand";168,752726666667;682,176;409,3056;16;1;231,2792;
20;"Kongsberg";1;"Bergen";106,115208333333;942,079;565,2474;16;0;338,39;
20;"Kongsberg";2;"Arna";99,879875;921,1;552,66;16;0;329,04;
20;"Kongsberg";3;"Tysse";93,7305666666667;878,656;527,1936;8;0;311,464;
20;"Kongsberg";4;"Kvam-Jondal";85,0915083333334;813,775;488,265;8;0;284,048;
20;"Kongsberg";5;"Odda";76,0402333333334;734,991;440,9946;8;0;252,794;
20;"Kongsberg";6;"Røldal";65,9983166666667;643,911;386,3466;8;0;216,964;
20;"Kongsberg";7;"Sauda";68,9809125;694,831;416,8986;8;0;236,976;
20;"Kongsberg";8;"Ølen";78,7189125;777,1;466,26;8;0;269,166;
20;"Kongsberg";9;"Aksdal";86,3415166666667;854,796;512,8776;8;0;301,456;
